pmcid,doi,document_utf8_text_md5_checksum,document_file,document_from_project,annotation_label_name,annotated_text,annotated_sentence,annotated_paragraph,annotation_file,annotation_project,labelbuddy_display_title
7563756.0,10.3390/brainsci10090603,57be0e414d83cf88df7d14070e3ea9dd,documents_00001.jsonl,participant_demographics,N participants,Twenty-nine," Subjects and Experimental Design 
  
Twenty-nine healthy volunteers participated in our experiment on trigeminal nociception which has been repeatedly shown to prompt robust results (see Schulte et al.","Twenty-nine healthy volunteers participated in our experiment on trigeminal nociception which has been repeatedly shown to prompt robust results (see Schulte et al. [ , , ]). The current data was partly already published [ , , ]. In short, participants received 15 trials of gaseous ammonia as nociceptive trigeminal input and 15 air puffs as a control condition. Each trial was rated for intensity and unpleasantness. The standardized experiment also included 15 trials of rose odor and 15 trials of visual stimulation not analyzed for this work. Written informed consent was obtained from all participants and the study was conducted according to the Declaration of Helsinki and approved by the Ethics Committee in Hamburg, Germany (PV 4522). The datasets generated and analyzed during the current study are not publicly available due to national data protection acts. Data are available from the corresponding author upon reasonable request. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7563756>7563756</a> — Part 1 Chapter 1 Page 2
5030332.0,10.1016/j.nicl.2016.07.006,9eef6f93a376b2d0833d2fe6dc4fb6a3,documents_00001.jsonl,participant_demographics,N participants,21," 

## Method 
  
### Participants 
  
The sample consisted of 21 participants who met DSM-IV criteria ( ) for a primary diagnosis of PTSD (see   for demographic and psychometric information), where all patients experienced childhood sexual and/or physical abuse.","The sample consisted of 21 participants who met DSM-IV criteria ( ) for a primary diagnosis of PTSD (see   for demographic and psychometric information), where all patients experienced childhood sexual and/or physical abuse. As previously described by  , Structured Clinical Interviews for DSM-IV Axis I Disorders ( ), and the Clinician-Administered PTSD scale (CAPS; cut-off score > 50;  ), were employed by a trained psychologist to obtain Axis I diagnoses; in addition, all participants completed the Childhood Trauma Questionnaire (CTQ;  ) and the Multiscale Dissociation Inventory (MDI;  ). Exclusion criteria for patients with PTSD included: diagnosis of psychotic disorders over their lifetime, bipolar disorder, substance use disorders within the last 6 months, previous head trauma, significant untreated medical or neurological illness, and noncompliance with 3T fMRI safety standards. At the time of study, eleven participants were taking psychotropic medications, consisting of: citalopram (  n   = 2), fluoxetine (  n   = 1), sertraline (  n   = 1), clonazepam (  n   = 3), trazodone (  n   = 1), clozapine (  n   = 1), quetiapine (  n   = 1), cipralex (  n   = 3), and mirtazapine (  n   = 1). 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5030332>5030332</a> — Part 1 Chapter 1 Page 3
6678781.0,10.3390/jcm8070947,bfd271e0496c07e5675e92cb777729c0,documents_00001.jsonl,participant_demographics,N participants,Seventy-nine ," Seventy-nine male pedophilic CSOs were examined, 48 of them convicted.","High prevalence of child sexual offending stand in contradiction to low conviction rates (one-tenth at most) of child sexual offenders (CSOs). Little is known about possible differences between convicted and non-convicted pedophilic CSOs and why only some become known to the judicial system. This investigation takes a closer look at the two sides of “child sexual offending” by focusing on clinical and neurobiological characteristics of convicted and non-convicted pedophilic CSOs as presented in the Neural Mechanisms Underlying Pedophilia and sexual offending against children (NeMUP)*-study. Seventy-nine male pedophilic CSOs were examined, 48 of them convicted. All participants received a thorough clinical examination including the structured clinical interview (SCID), intelligence, empathy, impulsivity, and criminal history. Sixty-one participants (38 convicted) underwent an inhibition performance task (Go/No-go paradigm) combined with functional magnetic resonance imaging (fMRI). Convicted and non-convicted pedophilic CSOs revealed similar clinical characteristics, inhibition performances, and neuronal activation. However, convicted subjects’ age preference was lower (i.e., higher interest in prepubescent children) and they had committed a significantly higher number of sexual offenses against children compared to non-convicted subjects. In conclusion, sexual age preference may represent one of the major driving forces for elevated rates of sexual offenses against children in this sample, and careful clinical assessment thereof should be incorporated in every preventive approach. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6678781>6678781</a> — Part 1 Chapter 1 Page 4
6678781.0,10.3390/jcm8070947,bfd271e0496c07e5675e92cb777729c0,documents_00001.jsonl,participant_demographics,N included,Sixty-one, Sixty-one participants (38 convicted) underwent an inhibition performance task (Go/No-go paradigm) combined with functional magnetic resonance imaging (fMRI).,"High prevalence of child sexual offending stand in contradiction to low conviction rates (one-tenth at most) of child sexual offenders (CSOs). Little is known about possible differences between convicted and non-convicted pedophilic CSOs and why only some become known to the judicial system. This investigation takes a closer look at the two sides of “child sexual offending” by focusing on clinical and neurobiological characteristics of convicted and non-convicted pedophilic CSOs as presented in the Neural Mechanisms Underlying Pedophilia and sexual offending against children (NeMUP)*-study. Seventy-nine male pedophilic CSOs were examined, 48 of them convicted. All participants received a thorough clinical examination including the structured clinical interview (SCID), intelligence, empathy, impulsivity, and criminal history. Sixty-one participants (38 convicted) underwent an inhibition performance task (Go/No-go paradigm) combined with functional magnetic resonance imaging (fMRI). Convicted and non-convicted pedophilic CSOs revealed similar clinical characteristics, inhibition performances, and neuronal activation. However, convicted subjects’ age preference was lower (i.e., higher interest in prepubescent children) and they had committed a significantly higher number of sexual offenses against children compared to non-convicted subjects. In conclusion, sexual age preference may represent one of the major driving forces for elevated rates of sexual offenses against children in this sample, and careful clinical assessment thereof should be incorporated in every preventive approach. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6678781>6678781</a> — Part 1 Chapter 1 Page 4
5902547.0,10.1038/s41598-018-23586-x,96a7aa53f278904ccb7e002c0727a847,documents_00001.jsonl,participant_demographics,N participants,41," 

### Experiment 1: Sitting in hard chairs makes people hard on thieves and murderers 
  
In Experiment 1, 41 students (mean age = 19 years, 25 females) were randomly assigned to complete a paper and pencil questionnaire at a desk in the laboratory while seated in either a hard wooden chair or a soft cushioned chair.","In Experiment 1, 41 students (mean age = 19 years, 25 females) were randomly assigned to complete a paper and pencil questionnaire at a desk in the laboratory while seated in either a hard wooden chair or a soft cushioned chair. These chairs were identical to those used by Ackerman   et al  . . The questionnaire contained four short hypothetical crime scenarios (adapted from ) which describe 1) a youth who stole a T.V., 2) a bank teller who falsified accounts and stole money, 3) a man who stabbed his unfaithful wife, and 4) a repeat offender who robbed a bank with accomplices and killed a guard. For each scenario, participants were asked to give their judgment as to how many months (if any) the offender should spend in jail and additionally how much money (if any) he or she should be fined for the crime. Next, participants completed the Positive and Negative Affective Schedule (PANAS) , which assesses the extent to which they currently feel each of 20 emotions, on scales from 1(not at all) to 5(extremely); following which they were debriefed and thanked for participating. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5902547>5902547</a> — Part 1 Chapter 1 Page 5
5902547.0,10.1038/s41598-018-23586-x,96a7aa53f278904ccb7e002c0727a847,documents_00001.jsonl,participant_demographics,N participants,44," 

In Experiment 2, 44 students and community members (mean age = 22 years, 33 females, 2 unspecified) were randomly assigned to sit in the hard or soft chair as in Experiment 1 while completing a paper-and-pencil questionnaire on a clipboard.","In Experiment 2, 44 students and community members (mean age = 22 years, 33 females, 2 unspecified) were randomly assigned to sit in the hard or soft chair as in Experiment 1 while completing a paper-and-pencil questionnaire on a clipboard. Participants were recruited and completed the short (3 minute) study at a busy indoor intersection on a college campus. The questionnaire contained two original hypothetical scenarios about two college students who cheated; one who had failed to cite heavily referenced sources in a final course paper that earned 91/100 points, and another who had copied another student’s answer on a midterm exam on which she earned 94/100 points. For each scenario, participants were asked to give their judgment as to how many points should be deducted as a punishment for cheating on the assignment. Next, participants answered “How positive do you feel right now?” on a scale from 1 (Not at all) to 7 (Extremely) and “How negative do you feel right now?” using the same scale. Finally, participants were administered the measure of liberal versus conservative attitudes, in which they indicated how they would describe their political beliefs 1) overall, 2) socially, and 3) economically, using the following scale for each item: 1(Very liberal) to 9 (Very conservative). 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5902547>5902547</a> — Part 1 Chapter 1 Page 5
5902547.0,10.1038/s41598-018-23586-x,96a7aa53f278904ccb7e002c0727a847,documents_00001.jsonl,participant_demographics,N participants,Seventeen," 


## Materials and Methods 
  
### Participants 
  
Seventeen people (12 females) with a mean age of 24 years (standard deviation +−3.58, range 18–31) took part in the study.","Seventeen people (12 females) with a mean age of 24 years (standard deviation +−3.58, range 18–31) took part in the study. All participants were right-handed native German volunteers with no neurological or psychiatric history. The participants gave written informed consent to the study, which adhered to the Declaration of Helsinki and was approved by the ethical committee of the University of Magdeburg, Germany (ethical committee: 133/12, clinical trials: NCT02517060). 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5902547>5902547</a> — Part 1 Chapter 1 Page 5
6820536.0,10.1038/s41598-019-51990-4,b7f6cba768aeb42ec5b600f2caaf0b20,documents_00001.jsonl,participant_demographics,N participants,"A fibromyalgia group (FM, n = 20, age range = 22–70, mean = 46.4, SD = 12.4) and an age-matched control group (HC, n = 20, age range = 21–70, mean = 42.1, SD = 12.5) participated in this study"," A fibromyalgia group (FM, n = 20, age range = 22–70, mean = 46.4, SD = 12.4) and an age-matched control group (HC, n = 20, age range = 21–70, mean = 42.1, SD = 12.5) participated in this study.","The study was conducted at the Instituto de Neurobiología of the Universidad Nacional Autónoma de México (UNAM Juriquilla, Queretaro, Mexico). A fibromyalgia group (FM, n = 20, age range = 22–70, mean = 46.4, SD = 12.4) and an age-matched control group (HC, n = 20, age range = 21–70, mean = 42.1, SD = 12.5) participated in this study. Given the difficulties of obtaining male participants with a complete diagnose of FM, and the fact that it affects predominantly women, our entire sample included only women. The inclusion and exclusion criteria for participation in the fMRI experiment is described in Table    .   
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6820536>6820536</a> — Part 1 Chapter 1 Page 6
8154462.0,10.1097/MD.0000000000025823,df8efced4b837b724fc973e8161c67e7,documents_00001.jsonl,participant_demographics,N participants,"Thirteen male participants who had a history of right MCA territory infarction were recruited. The inclusion criteria were: 
  
first-episode cerebral infarction, 
  
elapsed time since onset of cerebral infarction ≥6 months, 
  
sufficient cognitive and communication function to understand the study protocol, and 
  
heterosexual male. 
  
The exclusion criteria were: 
  
pre-existing sexual dysfunction before cerebral infarction, 
  
recurrent cerebral infarction, 
  
cerebral infarction in multiple arterial territories, 
  
cognitive dysfunction (Mini-Mental Status Examination Score <23), 
  
hemispatial neglect, 
  
psychiatric problems such as mood disorders or substance abuse, 
  
use of medications that may affect sexual response including antidepressants, or 
  
other coexisting neurological disorders that can influence sexual functions. 
  
Eleven healthy heterosexual male participants were recruited as age-matched controls. This study was approved by the Institutional Review Board of our hospital. All participants provided written informed consents before participation. 

"," 


## Methods 
  
### Participants 
  
Thirteen male participants who had a history of right MCA territory infarction were recruited. The inclusion criteria were: 
  
first-episode cerebral infarction, 
  
elapsed time since onset of cerebral infarction ≥6 months, 
  
sufficient cognitive and communication function to understand the study protocol, and 
  
heterosexual male. 
  
The exclusion criteria were: 
  
pre-existing sexual dysfunction before cerebral infarction, 
  
recurrent cerebral infarction, 
  
cerebral infarction in multiple arterial territories, 
  
cognitive dysfunction (Mini-Mental Status Examination Score <23), 
  
hemispatial neglect, 
  
psychiatric problems such as mood disorders or substance abuse, 
  
use of medications that may affect sexual response including antidepressants, or 
  
other coexisting neurological disorders that can influence sexual functions. 
  
Eleven healthy heterosexual male participants were recruited as age-matched controls. This study was approved by the Institutional Review Board of our hospital. All participants provided written informed consents before participation. 


### Visual stimulation and image acquisition 
  
Two sets of photographs were used for visual stimulation: 
  
erotic images, showing naked, sexually interacting couples of both sexes, and 
  
nonsexually explicit images of landscapes with a similar hue and brightness to erotic images to be used as controls to assess the effect of nonsexual, nonspecific visual stimulation.","Thirteen male participants who had a history of right MCA territory infarction were recruited. The inclusion criteria were: 
  
first-episode cerebral infarction, 
  
elapsed time since onset of cerebral infarction ≥6 months, 
  
sufficient cognitive and communication function to understand the study protocol, and 
  
heterosexual male. 
  
The exclusion criteria were: 
  
pre-existing sexual dysfunction before cerebral infarction, 
  
recurrent cerebral infarction, 
  
cerebral infarction in multiple arterial territories, 
  
cognitive dysfunction (Mini-Mental Status Examination Score <23), 
  
hemispatial neglect, 
  
psychiatric problems such as mood disorders or substance abuse, 
  
use of medications that may affect sexual response including antidepressants, or 
  
other coexisting neurological disorders that can influence sexual functions. 
  
Eleven healthy heterosexual male participants were recruited as age-matched controls. This study was approved by the Institutional Review Board of our hospital. All participants provided written informed consents before participation. 


",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8154462>8154462</a> — Part 1 Chapter 1 Page 7
8154462.0,10.1097/MD.0000000000025823,df8efced4b837b724fc973e8161c67e7,documents_00001.jsonl,participant_demographics,N included,20," Using fMRI in 20 participants (11 right MCA infarction patients and 9 age-matched healthy controls), we assessed brain activation elicited by visual sexual stimuli (erotic images) and visual nonsexual stimuli (landscape images).","Sexual dysfunction is a common problem after cerebral infarction; however, little is known about sexual arousal in poststroke patients. Thus, this study aimed to investigate brain activation in response to visual sexual stimuli in patients with right middle cerebral artery (MCA) territory infarction using functional magnetic resonance imaging (fMRI). Using fMRI in 20 participants (11 right MCA infarction patients and 9 age-matched healthy controls), we assessed brain activation elicited by visual sexual stimuli (erotic images) and visual nonsexual stimuli (landscape images). In right MCA infarction patients, the left dorsolateral prefrontal cortex and the left frontal subgyral area were more strongly activated by visual sexual stimuli than by nonvisual sexual stimuli. Brain areas that were more activated by visual sexual stimuli in right MCA infarction patients than in controls included the right parahippocampal gyrus and the bilateral frontal subgyral area. These fMRI results suggest that brain activation patterns in response to visual sexual stimuli might be influenced by right MCA infarction. Further research is needed to explore the association between sexual dysfunction and brain activation in poststroke patients. 
",Jerome_Dockes.json,participant_demographics,pmcid: <a href=https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8154462>8154462</a> — Part 1 Chapter 1 Page 7
